,runID,module,name,vectime,vecvalue,interpolationmode,recordingmode,source,title,unit,configname,datetime,datetimef,experiment,inifile,iterationvars,iterationvarsd,iterationvarsf,measurement,network,processid,repetition,replication,resultdir,runnumber,seedset
0,Aodv_Moblity_0mps-0-20241108-16:35:38-59774,Net1Test.Destination.app[0],endToEndDelay:vector:mean,[  4.17485431   4.17738217   4.17875488   4.17923224   4.18074495   4.18211766   4.18349036   4.18492307   4.25342481   4.50281107   4.75303867   5.00244152   5.25322176   5.50246174   5.75239995   6.00305824   6.25271253   6.50292244   6.75286926   7.00244414   7.25308101   7.50252262   7.7526139    8.00240578   8.25253568   8.50339763   8.75249918   9.00204079   9.25211701   9.50204119   9.75290172  10.00256734  10.25309992  10.50294902  10.75274125  11.00243942  11.25223852  11.50236474  11.75256662  12.00317558  12.2532318   12.50303821  12.7527468   13.00255122  13.25238743  13.50327583  13.75248965  14.00313044  14.25286341  14.50275245  14.75331738  15.00222797  15.25290738  15.50194583  15.7527707   16.00290716  16.25260559  16.50260302  16.75252287  17.00259909  17.25300648  17.5030894   17.75233819  18.00289518  18.25255244  18.50351606  18.75314856  19.00258165  19.25287127  19.50255292  19.75297511  20.00252734  20.25246053  20.50283439  20.75275511  21.00300158  21.25300089  21.5026381   21.75258863  22.00205815  22.25315382  22.50282486  22.75318327  23.00242177  23.25277475  23.50283732  23.75207037  24.00224349  24.25213711  24.50288216  24.75241442  25.00289009  25.25309444  25.50247846  25.75277369  26.00274703  26.25280213  26.502711    26.7526605   27.00242383  27.25280871  27.50263409  27.75313859  28.00289533  28.25230252  28.50290549  28.75288252  29.00301561  29.2527068   29.50251497  29.75252377  30.00271351  30.25264998  30.50288063  30.75305344  31.00295128  31.25225906  31.50239691  31.75290268  32.00263554  32.25293127  32.50243964  32.75234658  33.00224495  33.25281222  33.50272399  33.75271185  34.00238763  34.25229661  34.50279573  34.75230981  35.00281703  35.25282974  35.50298288  35.75294722  36.00254493  36.25280371  36.50264178  36.75276238  37.00239839  37.25258722  37.50318657  37.75311168  38.00251728  38.25260945  38.50300554  38.75265443  39.00274132  39.25224262  39.50234238  39.75309959  40.00265564  40.25279221  40.5029306   40.75280169  41.00276175  41.25261996  41.50311216  41.75302452  42.00303893  42.25241208  42.50271195  42.75262539  43.0022108   43.25288369  43.50338754  43.75292777  44.00250685  44.25314681  44.50211964  44.75243621  45.00296411  45.25292146  45.50347844  45.75290257  46.00233225  46.25245317  46.50268995  46.7528972   47.00247664  47.25209442  47.50237674  47.7519457   48.00212637  48.25259965  48.50294818  48.75225473  49.00306133  49.25252603  49.50286439  49.75293801  50.0022      50.25232929  50.50234482  50.75328782  51.00259691  51.25252427  51.50229221  51.75265951  52.00296418  52.25252903  52.50292562  52.75280093  53.00280732  53.2528829   53.50256563  53.75277949  54.00213997  54.25286475  54.50260061  54.75189033  55.00261479  55.25244897  55.50255141  55.75210187  56.00269701  56.25267126  56.50242809  56.75271726  57.00212826  57.25283887  57.5027081   57.75213519  58.00293673  58.25299545  58.50209204  58.75295448  59.0029318   59.252053    59.50259623  59.75272307  60.00282462  60.25255239  60.50244311  60.75264672  61.00237195  61.25247172  61.50298347  61.75252223  62.00264771  62.25228735  62.50266394  62.75266984  63.00251187  63.25261926  63.50248417  63.75234466  64.00267539  64.25258715  64.5027299   64.75305888  65.00275865  65.25323948  65.50302283  65.75237809  66.00266216  66.25280156  66.50191086  66.75261587  67.00260791  67.2521398   67.50300127  67.75246643  68.00210621  68.25247255  68.50259724  68.75231857  69.00240051  69.25211636  69.50268401  69.75256631  70.002731    70.2526665   70.50296815  70.75239658  71.00270801  71.25305019  71.50272937  71.75245018  72.00265042  72.25247398  72.50228359  72.75298059  73.00228091  73.25215293  73.50261565  73.75223668  74.00275959  74.2523827   74.5023311   74.75269209  75.00197691  75.25266292  75.50235317  75.75274184  76.00206183  76.25283413  76.50298302  76.7530319   77.00236063  77.2526803   77.50269336  77.75266426  78.00265362  78.25271538  78.5027075   78.75220424  79.00229009  79.25261926  79.5019265   79.75231401  80.00280329  80.25227809  80.50281456  80.75197639  81.00308732  81.2522916   81.50262015  81.75274442  82.00236978  82.25308678  82.5020567   82.75254467  83.00220722  83.25266363  83.50199835  83.75231243  84.00180186  84.25292233  84.50229898  84.75267762  85.00266111  85.25243149  85.50218658  85.75222319  86.00308473  86.25269528  86.50242661  86.75305455  87.00218924  87.25224571  87.50218889  87.7522344   88.00278091  88.25269988  88.50318454  88.75217007  89.00265825  89.25231466  89.50217136  89.75202525  90.00272351  90.2529298   90.50212512  90.75210616  91.002606    91.25260686  91.50272491  91.75293357  92.0032622   92.25209581  92.50245658  92.75268024  93.00331716  93.25263161  93.50250944  93.75259326  94.00191162  94.25219756  94.50252491  94.75242246  95.00247452  95.25270347  95.50268108  95.75232073  96.00196799  96.25252118  96.50278247  96.75239624  97.00322414  97.25213717  97.50276231  97.7530676   98.00296001  98.2526677   98.5020615   98.75239782  99.0027454   99.25254965  99.50223898  99.75237115 100.00215411 100.25233227 100.50316535 100.75315461 101.00230926 101.25176168 101.50260722 101.75259828 102.00238599 102.25237906 102.50269108 102.75264777 103.0023487  103.25204682 103.50289259 103.75230209 104.0029355  104.25222397 104.50203393 104.75223861 105.00275108 105.25215581 105.50284643 105.75215978 106.0024914  106.25223727 106.50245282 106.75277966 107.00232793 107.25280332 107.5024259  107.75277007 108.00235595 108.25274093 108.50241104 108.75269191 109.00286051 109.25251705 109.50172942 109.75247235 110.00264802 110.2525375  110.5026634  110.75208409 111.0020393  111.25204711 111.50249116 111.75235137 112.00254887 112.25194421 112.5021535  112.75256457 113.0023591  113.25246528 113.50232303 113.75238866 114.00288674 114.25239807 114.50228881 114.75216719 115.0027416  115.25237947 115.50238796 115.7519237  116.00192366 116.252231   116.50246273 116.7524698  117.00192122 117.25286449 117.50193501 117.75242913 118.00250115 118.25255374 118.50302798 118.75274708 119.00203605 119.25199735 119.50280882 119.75213067 120.00258658 120.25267726 120.50233864 120.75280352],[1.92486126 1.80112517 1.67700161 1.55255806 1.42819234 1.30384358 1.17950647 1.05518094 0.93831514 0.84476092 0.76823838 0.7044196  0.65047909 0.60419008 0.56406894 0.52900419 0.49804471 0.47053739 0.44592242 0.42374795 0.40371581 0.38547932 0.36883383 0.35356712 0.33952736 0.32660142 0.31459963 0.30343868 0.2930502  0.28335163 0.27430651 0.26581671 0.25785721 0.25036179 0.24328897 0.23660074 0.23026864 0.22427297 0.21858938 0.21320497 0.20808468 0.20320345 0.19854227 0.19408842 0.18982853 0.18577297 0.1818734  0.17814964 0.17457256 0.17113617 0.16784552 0.16466066 0.16160882 0.15865186 0.15581734 0.15308654 0.15044631 0.14789711 0.14543297 0.14305231 0.14075625 0.13853555 0.13637329 0.13428735 0.13226067 0.13030994 0.12841178 0.12656121 0.12476834 0.12302212 0.121331   0.11968048 0.11807435 0.11651676 0.11499964 0.11352587 0.11209038 0.11068708 0.1093188  0.10797798 0.10668384 0.10541737 0.10418599 0.10297488 0.10179651 0.10064623 0.09951367 0.09840866 0.09732736 0.09627831 0.09524726 0.09424385 0.09326438 0.09229915 0.09135719 0.09043444 0.08953133 0.08864563 0.08777762 0.08692458 0.08609238 0.08527494 0.08447822 0.08369432 0.08291964 0.08216543 0.08142513 0.08069965 0.07998454 0.07928061 0.07858937 0.07791209 0.07724625 0.07659421 0.07595507 0.07532625 0.07470238 0.07408993 0.07349197 0.07290165 0.07232339 0.07175052 0.07118615 0.07062991 0.07008722 0.06955234 0.06902589 0.06850501 0.06799158 0.06748975 0.06699191 0.06650556 0.06602666 0.06555611 0.06509239 0.06463254 0.0641813  0.06373544 0.06329701 0.06286227 0.06243511 0.06201819 0.06160655 0.06119645 0.06079257 0.06039695 0.06000427 0.05961744 0.05923244 0.05885325 0.05848411 0.05811693 0.05775533 0.05739934 0.05704717 0.05669939 0.05635515 0.05601842 0.05568543 0.05535686 0.05502851 0.05470607 0.05438709 0.05406944 0.05375965 0.05345659 0.05315442 0.05285346 0.05255984 0.05226357 0.05197263 0.05168821 0.05140685 0.05113195 0.05085698 0.05058184 0.05031049 0.05004354 0.0497808  0.04951854 0.04925707 0.04900012 0.04874369 0.04849092 0.04824336 0.0480004  0.0477563  0.04751915 0.04728166 0.04704845 0.04681811 0.04658621 0.04635744 0.04613113 0.04591185 0.04569135 0.04547268 0.045255   0.04504132 0.04483128 0.04462114 0.04441506 0.04421042 0.04400788 0.04380771 0.04360793 0.04341105 0.04321298 0.04302035 0.04282831 0.04263478 0.04244647 0.04225908 0.04207392 0.04188833 0.04170724 0.04152782 0.04134885 0.04117289 0.0409958  0.04082348 0.04065217 0.0404798  0.04031254 0.04014703 0.03997909 0.03981633 0.03965491 0.03949106 0.03933098 0.03917289 0.0390166  0.03886054 0.03870537 0.03855239 0.03839959 0.03824851 0.0381008  0.0379524  0.03780582 0.03765896 0.03751488 0.03737199 0.03722962 0.0370889  0.03694884 0.03680926 0.03667209 0.03653571 0.03640106 0.03626884 0.03613647 0.03600705 0.03587786 0.03574718 0.03561861 0.03549166 0.03536228 0.03523661 0.03511183 0.03498624 0.03486489 0.03474249 0.03461965 0.03449917 0.03438012 0.034261   0.03414306 0.03402495 0.0339098  0.03379497 0.03368158 0.03356881 0.03345795 0.03334578 0.03323559 0.03312749 0.03301903 0.0329104  0.03280327 0.03269626 0.03258929 0.03248556 0.03238009 0.03227495 0.03217214 0.03206873 0.03196784 0.03186634 0.03176526 0.03166611 0.03156517 0.03146725 0.0313689  0.03127251 0.03117454 0.03107985 0.03098627 0.03089338 0.03079885 0.03070601 0.03061378 0.03052209 0.03043094 0.03034059 0.03025083 0.03016002 0.03007006 0.02998172 0.02989176 0.02980359 0.02971747 0.0296303  0.02954547 0.02945851 0.02937564 0.02929077 0.02920757 0.02912533 0.02904248 0.02896239 0.02887963 0.02879893 0.02871767 0.02863834 0.02855746 0.02847806 0.02839762 0.02832107 0.02824304 0.02816664 0.02809063 0.02801436 0.02793777 0.02786176 0.02778882 0.02771518 0.02764121 0.0275695  0.02749569 0.02742248 0.02734953 0.02727712 0.0272067  0.02713646 0.02706801 0.02699702 0.02692781 0.02685803 0.02678824 0.02671845 0.02665105 0.02658465 0.02651637 0.02644842 0.0263822  0.0263164  0.02625131 0.02618713 0.0261242  0.02605836 0.02599381 0.02593023 0.02586875 0.02580575 0.02574271 0.02568029 0.02561641 0.02555358 0.02549196 0.0254304  0.02536938 0.02530934 0.02524956 0.02518909 0.02512804 0.02506874 0.0250105  0.02495151 0.02489504 0.02483603 0.02477895 0.02472301 0.0246671  0.0246107  0.02455303 0.02449655 0.02444128 0.02438584 0.02432991 0.02427457 0.02421895 0.02416408 0.02411156 0.02405926 0.0240051  0.02394986 0.023897   0.02384436 0.02379148 0.02373887 0.02368731 0.02363586 0.02358392 0.0235315  0.02348146 0.02343018 0.02338073 0.0233298  0.02327869 0.02322831 0.02317944 0.02312935 0.02308115 0.02303149 0.02298284 0.02293385 0.02288561 0.02283842 0.02279041 0.02274377 0.02269644 0.02265015 0.02260312 0.02255722 0.02251073 0.02246511 0.02242009 0.02237447 0.02232726 0.02228199 0.02223733 0.02219261 0.02214837 0.02210305 0.02205785 0.02201289 0.02196915 0.02192528 0.02188207 0.0218377  0.02179398 0.02175136 0.02170848 0.02166602 0.02162339 0.02158113 0.02154017 0.02149828 0.02145632 0.02141427 0.02137365 0.02133236 0.02129126 0.02124933 0.02120763 0.02116681 0.02112669 0.02108675 0.02104577 0.021007   0.02096636 0.02092698 0.02088794 0.02084915 0.02081157 0.0207735  0.02073409 0.02069477 0.02065737 0.02061867 0.02058116 0.02054402 0.02050632 0.02046978],none,vector,dataAge(packetReceived),Mean of end-to-end delay,s,AODV,20241108-16:35:38,20241108-163538,Aodv_Moblity_0mps,Net1Test.ini,,,,,Net1Test,59774,0,#0,results,0,0
1,QlHC_Moblity_0mps-0-20241108-16:35:54-59865,Net1Test.Destination.app[0],endToEndDelay:vector:mean,[  2.50979094   3.01214976   3.25784886   3.77981437   3.79907539   4.25946112   4.75895971   4.78492903   4.78554265   4.78629627   4.78720989   5.03945377   5.25486756   5.51677948   5.75498295   6.00453857   6.26018781   6.50771332   7.01362006   7.25764479   7.50456942   7.75608211   7.76266585   8.00513405   8.25627947   8.50527421   8.75473834   9.00951582   9.25572174   9.50465534   9.75413884  10.00330038  10.2528408   10.50290623  10.75295726  11.00541043  11.25343292  11.50330828  11.75811164  12.00509468  12.25758396  12.50423969  12.75563575  13.0029313   13.2548601   13.50445124  13.75475838  14.00372019  14.25306956  14.50292826  14.75286657  15.00322594  15.25460048  15.50270516  15.75271902  16.00352136  16.25316844  16.50296605  16.75330342  17.00347551  17.25527875  17.50306996  17.75256728  18.00428914  18.25339478  18.50337191  18.75341537  19.00304503  19.25308904  19.50331166  19.75351909  20.00331411  20.2534922   20.50309351  20.7536038   21.00290755  21.25481702  21.50310818  21.75360512  22.0034803   22.25320149  22.50449181  22.75281721  23.00336465  23.25293459  23.50459476  23.75318967  24.00319981  24.25344891  24.50333892  24.75558138  25.00284503  25.25369277  25.50323385  25.75319674  26.00345604  26.25271737  26.50649071  26.75344354  27.00330833  27.25352988  27.50271062  27.7538489   28.0043363   28.25355644  28.50323682  28.75325688  29.00304507  29.25313136  29.5032524   29.75324584  30.0040186   30.2567313   30.50321612  30.75296147  31.00293168  31.25229296  31.50264886  31.75408441  32.00371559  32.25389907  32.5044766   32.75302636  33.00351234  33.25328334  33.5040764   33.7529059   34.00322512  34.25310479  34.50249892  34.75326123  35.00308456  35.2524231   35.50363586  35.75328558  36.0030456   36.25414749  36.50225665  36.75290181  37.0029688   37.25370178  37.50304611  37.75281965  38.00281886  38.25279072  38.50933317  38.75242306  39.005961    39.2537475   39.50416291  39.75286768  40.00308539  40.25427527  40.50350176  40.75254302  41.00272607  41.25328257  41.50301648  41.75258198  42.00306104  42.25239616  42.5041322   42.75252738  43.00305796  43.25261394  43.50290148  43.7582658   44.00360118  44.25237068  44.50328543  44.75271249  45.00470228  45.25277727  45.50366221  45.75271575  46.00454365  46.25510545  46.50393051  46.75322365  47.00278107  47.25502027  47.50443191  47.75295082  48.00291741  48.25391325  48.50274597  48.75332735  49.00274626  49.25303131  49.50300882  49.75427521  50.00570166  50.25332411  50.50273166  50.75502806  51.00275579  51.25276886  51.50314856  51.7532257   52.00259537  52.25207965  52.50294416  52.75284734  53.00300811  53.25591448  53.50210387  53.75250954  54.0034642   54.25315101  54.50279662  54.75371917  55.0020035   55.25278322  55.50285619  55.75341587  56.0021852   56.25331476  56.50307603  56.75369636  57.00258453  57.25598656  57.50262146  57.75479448  58.00302775  58.25319793  58.50316303  58.75292775  59.00291385  59.25272311  59.5021849   59.75273403  60.00211794  60.2532475   60.50382194  60.75208581  61.00291823  61.25280294  61.50313313  61.75263602  62.00221992  62.25306515  62.50288963  62.75346395  63.00235868  63.25426577  63.50286993  63.75234917  64.00354232  64.25329745  64.50242334  64.75305948  65.00665445  65.25364249  65.50551741  65.75232104  66.00325944  66.25571764  66.5039032   66.75342702  67.00301432  67.25391886  67.50478571  67.75398301  68.00284449  68.25267542  68.5032207   68.75261356  69.00225713  69.25344271  69.50263844  69.75251301  70.00281626  70.25309451  70.50292126  70.75287461  71.00294011  71.25261671  71.50239982  71.7536061   72.00452357  72.25322168  72.5022765   72.75278491  73.00449099  73.25422822  73.50263087  73.75305548  74.00298377  74.25287499  74.50265316  74.75241641  75.0032229   75.25318521  75.50434946  75.75245101  76.00301007  76.25410782  76.50647917  76.75320273  77.00370538  77.25269104  77.50268149  77.75297302  78.00360673  78.25408466  78.50331653  78.75289496  79.00332201  79.25290624  79.50355082  79.75214516  80.00303155  80.25885466  80.5029933   80.75300575  81.00234911  81.25373415  81.50228149  81.7526392   82.00333706  82.25334833  82.50324093  82.75357243  83.00459222  83.25243143  83.50333238  83.75205465  84.00336981  84.25217197  84.5026289   84.75323168  85.00280545  85.25262286  85.50335629  85.75296168  86.00255114  86.26768373  86.50308473  86.75341011  87.00370151  87.25626379  87.50302508  87.75282565  88.00360485  88.25293797  88.50315353  88.7529677   89.00300884  89.25262366  89.50239488  89.75310279  90.00294647  90.25413694  90.50217136  90.75225581  91.00276395  91.2524656   91.50241294  91.75412082  92.00290214  92.25302272  92.50300093  92.75255375  93.00281616  93.25298534  93.50289653  93.75292671  94.00278563  94.25317955  94.50296896  94.75284007  95.00326217  95.253051    95.50260155  95.75586278  96.00243787  96.25293303  96.50279234  96.75259157  97.00375582  97.2524646   97.5026465   97.75276572  98.0029493   98.25262774  98.50304784  98.75216073  99.00268341  99.26095891  99.50311924  99.75287382 100.0040386  100.25303865 100.50309812 100.75304886 101.00230839 101.25282306 101.50433779 101.75270674 102.00585082 102.25218903 102.50285296 102.75361128 103.00263596 103.25309411 103.50240555 103.75260944 104.00256299 104.25557869 104.50292559 104.75381247 105.0030536  105.25305425 105.50222972 105.75381328 106.00314398 106.25301054 106.50205661 106.75318709 107.00310235 107.26030957 107.50253054 107.75262173 108.00208507 108.25313786 108.50274653 108.75304375 109.00252942 109.25240948 109.50363047 109.75343594 110.00246858 110.25311307 110.50268811 110.75262949 111.00290807 111.25256885 111.50457285 111.75311883 112.00241878 112.25274248 112.50250978 112.75319724 113.00249113 113.25335851 113.50405107 113.75316511 114.00273096 114.25309282 114.5035861  114.75252719 115.00248487 115.25619629 115.50332968 115.75299311 116.00236937 116.25354015 116.50228484 116.75252296 117.00282927 117.25265527 117.50284844 117.75277014 118.0025005  118.25416341 118.50498139 118.75299925 119.00289778 119.25246098 119.50646238 119.75239277 120.00317888 120.25347264 120.50280655 120.75295362],[0.00979104 0.01098015 0.00994145 0.01491594 0.32174756 0.26970218 0.2324552  0.55151443 0.63307637 0.64839971 0.615565   0.56755591 0.52427198 0.48802178 0.45581933 0.42761511 0.40306104 0.38109815 0.36175938 0.34405651 0.32789245 0.31326585 0.34367617 0.32957126 0.31664105 0.30466658 0.29355917 0.2834152  0.27384037 0.26486793 0.25645775 0.24854652 0.24110053 0.23409459 0.22749074 0.22132171 0.21543271 0.20985023 0.20467668 0.1996863  0.1949999  0.19045685 0.18615802 0.18199299 0.17805587 0.17428097 0.17067313 0.16719411 0.1638438  0.16062489 0.15753065 0.15456234 0.15173192 0.1489713  0.14631107 0.14376013 0.14129238 0.13890659 0.13660716 0.13438734 0.13227005 0.13018567 0.12815952 0.12622344 0.12433292 0.12249937 0.12072131 0.11899007 0.11730934 0.11567975 0.11409889 0.11255914 0.11106408 0.10960371 0.108189   0.10680254 0.10547693 0.10416336 0.10288912 0.101645   0.10042813 0.09925647 0.09809311 0.09696403 0.09585665 0.09479437 0.09374039 0.09271061 0.09170688 0.09072412 0.08978762 0.08884186 0.08792561 0.08702405 0.08614105 0.08527917 0.0844274  0.08363139 0.08282068 0.08202476 0.08124669 0.08047583 0.0797311  0.07900532 0.07828602 0.07757728 0.07688198 0.0761977  0.07552689 0.07486937 0.07422386 0.07359669 0.07300458 0.07239207 0.07178813 0.07119442 0.07060539 0.07002938 0.06947514 0.06892717 0.06838976 0.06786583 0.06733861 0.06682395 0.06631574 0.06582181 0.06532651 0.06484159 0.06436328 0.06388785 0.06342549 0.06296861 0.06251379 0.06207473 0.06163949 0.0612089  0.06079268 0.0603688  0.05995563 0.05954879 0.05915298 0.05875808 0.05836703 0.05798141 0.05760097 0.05727058 0.05689771 0.05655391 0.0561998  0.05585307 0.05550237 0.05515774 0.05482546 0.05449243 0.05415763 0.05382828 0.05350668 0.05318751 0.05286972 0.05255902 0.05224796 0.05195155 0.05164889 0.05135329 0.05105864 0.05076935 0.05051567 0.05023724 0.04995488 0.04968114 0.04940732 0.04914817 0.04888094 0.04862197 0.04836058 0.04811268 0.04787074 0.04762495 0.04737805 0.04713138 0.04689971 0.04666735 0.04642949 0.04619411 0.04596653 0.0457352  0.04550935 0.04528268 0.04505983 0.04483919 0.04462753 0.04442552 0.04421326 0.0440002  0.04380113 0.04359255 0.04338608 0.04318373 0.04298381 0.04278278 0.04258116 0.04238591 0.04219208 0.04200103 0.04182612 0.04163433 0.04144642 0.04126485 0.04108348 0.04090212 0.04072676 0.04054502 0.04036865 0.04019421 0.040024   0.03984972 0.03968221 0.03951513 0.03935241 0.03918622 0.03903701 0.03887395 0.03872207 0.03856366 0.03840755 0.03825265 0.03809805 0.03794472 0.03779194 0.03763814 0.03748801 0.0373365  0.03719115 0.0370495  0.03690171 0.03675873 0.03661653 0.03647687 0.03633638 0.0361953  0.03605897 0.0359231  0.0357907  0.03565482 0.03552783 0.03539618 0.03526347 0.03513667 0.03500993 0.03488069 0.03475502 0.03464458 0.03452314 0.03440999 0.03428516 0.03416498 0.03405528 0.03393945 0.03382262 0.03370514 0.03359194 0.03348289 0.03337158 0.03325683 0.03314235 0.0330308  0.0329178  0.03280436 0.03269617 0.03258573 0.03247567 0.0323676  0.03226134 0.0321552  0.03204969 0.03194515 0.03184015 0.0317351  0.03163516 0.0315393  0.03143948 0.03133699 0.031237   0.03114369 0.0310501  0.03095159 0.03085528 0.03075939 0.03066381 0.03056814 0.03047229 0.03037985 0.03028783 0.03020043 0.0301072  0.03001643 0.02992994 0.02985197 0.02976357 0.02967742 0.02958852 0.0295002  0.0294134  0.02932927 0.02924723 0.02916322 0.02907839 0.0289955  0.02891182 0.02883075 0.02874569 0.02866394 0.02860135 0.02852045 0.02844007 0.02835816 0.02828119 0.0282001  0.02812067 0.02804388 0.02796761 0.02789149 0.0278169  0.02774586 0.0276686  0.02759461 0.02751718 0.0274442  0.02736808 0.02729375 0.02722174 0.02714884 0.02707578 0.02700537 0.02693418 0.02686217 0.02683552 0.02676582 0.02669748 0.02663043 0.02657127 0.02650299 0.02643455 0.02636881 0.02630148 0.02623523 0.02616885 0.02610296 0.02603635 0.0259695  0.02590497 0.02584035 0.02577947 0.02571342 0.02564797 0.02558429 0.02552012 0.02545615 0.02539731 0.02533543 0.02527422 0.02521329 0.02515148 0.02509073 0.02503081 0.02497094 0.02491151 0.02485202 0.02479388 0.02473551 0.02467709 0.0246201  0.02456283 0.02450469 0.02445559 0.02439762 0.02434128 0.02428487 0.02422823 0.02417497 0.0241186  0.02406299 0.024008   0.02395375 0.02389896 0.02384554 0.02379012 0.02373633 0.0237041  0.02365193 0.02359942 0.02355016 0.02349858 0.02344741 0.02339641 0.02334379 0.02329272 0.02324571 0.02319482 0.02315209 0.02310043 0.02305072 0.0230032  0.02295354 0.02290525 0.02285553 0.02280654 0.0227577  0.02271648 0.02266902 0.02262397 0.0225773  0.02253092 0.02248272 0.02243861 0.02239308 0.02234748 0.0222998  0.02225505 0.02221034 0.02218293 0.02213719 0.02209189 0.02204554 0.02200192 0.0219576  0.02191418 0.02186975 0.02182525 0.02178379 0.02174206 0.0216983  0.02165623 0.02161337 0.02157058 0.02152863 0.02148609 0.02144834 0.02140741 0.02136503 0.02132352 0.02128165 0.02124151 0.02119992 0.02116044 0.02112268 0.02108312 0.0210428  0.02100346 0.02096542 0.02092519 0.02088503 0.02085326 0.02081534 0.02077685 0.02073716 0.0207002  0.02066068 0.02062185 0.02058389 0.0205457  0.0205081  0.02047046 0.02043242 0.02039813 0.02036574 0.02032928 0.0202927  0.02025536 0.0202267  0.02018952 0.02015416 0.02011954 0.02008368 0.02004825],none,vector,dataAge(packetReceived),Mean of end-to-end delay,s,QlHC,20241108-16:35:54,20241108-163554,QlHC_Moblity_0mps,Net1Test.ini,,,,,Net1Test,59865,0,#0,results,0,0
